,SNumber,Date,Time,DNumber,Dtime,Ptime
43710,2257,05.04.22,14:27:00,734724,9:59:00,1 013:35:00
43711,2257,06.04.22,00:26:00,734724,9:59:00,1 013:35:00
43712,2257,06.04.22,10:25:00,734724,9:59:00,1 013:35:00
43713,2257,06.04.22,20:24:00,734724,9:59:00,1 013:35:00
43714,2257,07.04.22,06:23:00,734724,9:59:00,1 013:35:00
43715,2257,07.04.22,16:22:00,734724,9:59:00,1 013:35:00
43716,2257,08.04.22,02:21:00,734724,9:59:00,1 013:35:00
43717,2257,08.04.22,12:20:00,734724,9:59:00,1 013:35:00
43718,2257,08.04.22,22:19:00,734724,9:59:00,1 013:35:00
43719,2257,09.04.22,08:18:00,734724,9:59:00,1 013:35:00
43720,2257,09.04.22,18:17:00,734724,9:59:00,1 013:35:00
43721,2257,10.04.22,04:16:00,734724,9:59:00,1 013:35:00
43722,2257,10.04.22,14:15:00,734724,9:59:00,1 013:35:00
43723,2257,11.04.22,00:14:00,734724,9:59:00,1 013:35:00
43726,2257,11.04.22,10:13:00,734724,9:59:00,1 013:35:00
43727,2257,11.04.22,20:12:00,734724,9:59:00,1 013:35:00
43728,2257,12.04.22,06:11:00,734724,9:59:00,1 013:35:00
43729,2257,12.04.22,16:10:00,734724,9:59:00,1 013:35:00
43730,2257,13.04.22,02:09:00,734724,9:59:00,1 013:35:00
43731,2257,13.04.22,12:08:00,734724,9:59:00,1 013:35:00
43732,2257,13.04.22,22:07:00,734724,9:59:00,1 013:35:00
43733,2257,14.04.22,08:06:00,734724,9:59:00,1 013:35:00
43734,2257,14.04.22,18:05:00,734724,9:59:00,1 013:35:00
43735,2257,15.04.22,04:04:00,734724,9:59:00,1 013:35:00
43736,2257,15.04.22,14:03:00,734724,9:59:00,1 013:35:00
43737,2257,16.04.22,00:02:00,734724,9:59:00,1 013:35:00
43738,2257,16.04.22,10:01:00,734724,9:59:00,1 013:35:00
43739,2257,16.04.22,20:00:00,734724,9:59:00,1 013:35:00
43740,2257,17.04.22,05:59:00,734724,9:59:00,1 013:35:00
43741,2257,17.04.22,15:58:00,734724,9:59:00,1 013:35:00
43742,2257,18.04.22,01:57:00,734724,9:59:00,1 013:35:00
43743,2257,18.04.22,11:56:00,734724,9:59:00,1 013:35:00
43744,2257,18.04.22,21:55:00,734724,9:59:00,1 013:35:00
43745,2257,19.04.22,07:54:00,734724,9:59:00,1 013:35:00
43746,2257,19.04.22,17:53:00,734724,9:59:00,1 013:35:00
43747,2257,20.04.22,03:52:00,734724,9:59:00,1 013:35:00
43748,2257,20.04.22,13:51:00,734724,9:59:00,1 013:35:00
43749,2257,20.04.22,23:51:00,734724,9:59:00,1 013:35:00
43750,2257,21.04.22,09:50:00,734724,9:59:00,1 013:35:00
43751,2257,21.04.22,19:49:00,734724,9:59:00,1 013:35:00
43752,2257,22.04.22,05:48:00,734724,9:59:00,1 013:35:00
43753,2257,22.04.22,15:47:00,734724,9:59:00,1 013:35:00
43754,2257,23.04.22,01:46:00,734724,9:59:00,1 013:35:00
43755,2257,23.04.22,11:45:00,734724,9:59:00,1 013:35:00
43756,2257,23.04.22,21:44:00,734724,9:59:00,1 013:35:00
43757,2257,24.04.22,07:43:00,734724,9:59:00,1 013:35:00
43758,2257,24.04.22,17:42:00,734724,9:59:00,1 013:35:00
43759,2257,25.04.22,03:41:00,734724,9:59:00,1 013:35:00
43760,2257,25.04.22,13:40:00,734724,9:59:00,1 013:35:00
43761,2257,25.04.22,23:39:00,734724,9:59:00,1 013:35:00
43762,2257,26.04.22,09:38:00,734724,9:59:00,1 013:35:00
43763,2257,26.04.22,19:37:00,734724,9:59:00,1 013:35:00
43764,2257,27.04.22,05:36:00,734724,9:59:00,1 013:35:00
43765,2257,27.04.22,15:35:00,734724,9:59:00,1 013:35:00
43766,2257,28.04.22,01:34:00,734724,9:59:00,1 013:35:00
43767,2257,28.04.22,11:32:48,734724,1:39:00,1 013:35:00
43772,2257,03.06.22,11:02:30,8632930308,   01:00,1 013:35:00
43778,2257,30.06.22,09:58:54,624661,   06:00,1 013:35:00
43779,2257,07.09.22,17:08:42,623797,   01:00,1 013:35:00
43780,2257,07.09.22,17:10:36,624661,   01:00,1 013:35:00
43786,2257,13.09.22,09:45:48,623797,   01:00,1 013:35:00
43787,2257,13.09.22,09:46:24,624661,   01:00,1 013:35:00
43788,2257,13.09.22,09:47:18,623344,   02:00,1 013:35:00
43791,2257,18.10.22,10:11:36,771069,   01:00,1 013:35:00
43792,2257,18.10.22,10:12:42,771091,   01:00,1 013:35:00
43793,2257,18.10.22,10:17:12,771091,   01:00,1 013:35:00
43804,2257,15.11.22,09:31:12,1050005,   02:00,1 013:35:00
43822,2257,26.04.23,15:01:36,89287338065,   03:00,1 013:35:00
43823,2257,26.04.23,15:00:54,89287279305,   02:00,1 013:35:00
43834,2257,05.05.23,11:18:00,84852780079,   02:00,1 013:35:00
43836,2257,10.05.23,12:55:24,84852780000,   03:00,1 013:35:00
43841,2257,10.05.23,16:31:30,84993460359,   03:00,1 013:35:00
43847,2257,11.05.23,12:33:12,89287279305,   01:00,1 013:35:00
43854,2257,29.05.23,09:26:54,84959697858,   01:00,1 013:35:00
43855,2257,29.05.23,09:27:54,84959697858,   01:00,1 013:35:00
43856,2257,29.05.23,09:27:42,89281551410,   01:00,1 013:35:00
43858,2257,29.05.23,09:40:42,8632006453,   01:00,1 013:35:00
43873,2257,22.06.23,11:55:36,89287420772,   03:00,1 013:35:00
44094,2257,27.11.23,12:40:18,1050005,   02:00,1 013:35:00
44096,2257,27.11.23,15:30:12,1050005,   02:00,1 013:35:00
44120,2258,16.01.20,17:15:00,89888201550,   03:00,0:58:00
44121,2258,03.04.20,12:11:24,88005555550,   01:00,0:58:00
44125,2258,03.04.20,12:22:42,8800555550,   01:00,0:58:00
44126,2258,03.04.20,12:23:36,88005555550,   03:00,0:58:00
44138,2258,12.03.21,16:33:00,955079,   00:00,0:58:00
44140,2258,15.03.21,14:19:48,771139,   01:00,0:58:00
44141,2258,15.03.21,14:19:54,771046,   02:00,0:58:00
44142,2258,15.03.21,14:46:48,771139,   01:00,0:58:00
44143,2258,15.03.21,15:06:48,771139,   01:00,0:58:00
44149,2258,09.06.21,15:02:54,989287,   01:00,0:58:00
44150,2258,09.06.21,15:03:54,89287912474,   01:00,0:58:00
44151,2258,21.06.21,12:28:12,88734770980,   05:00,0:58:00
44157,2258,11.05.22,14:48:42,8734551569,   01:00,0:58:00
44159,2258,18.05.22,11:42:42,770980,   01:00,0:58:00
44162,2258,19.05.22,14:51:36,89286965553,   03:00,0:58:00
44163,2258,19.05.22,15:03:36,770980,   01:00,0:58:00
44164,2258,19.05.22,16:38:42,770980,   01:00,0:58:00
44165,2258,20.05.22,13:56:42,770980,   01:00,0:58:00
44166,2258,23.05.22,11:08:36,770980,   01:00,0:58:00
44169,2258,23.05.22,11:19:24,721535,   03:00,0:58:00
44170,2258,23.05.22,11:22:54,770971,   02:00,0:58:00
44171,2258,23.05.22,12:36:42,770971,   01:00,0:58:00
44172,2258,23.05.22,14:28:54,770971,   01:00,0:58:00
44173,2258,23.05.22,14:29:00,770971,   00:00,0:58:00
44174,2258,23.05.22,14:30:00,770971,   00:00,0:58:00
44175,2258,23.05.22,14:46:48,770971,   06:00,0:58:00
44182,2258,04.08.22,12:31:36,8734550204,   01:00,0:58:00
44183,2258,04.08.22,12:32:30,88734550229,   01:00,0:58:00
44184,2258,04.08.22,12:32:54,88734550204,   01:00,0:58:00
44185,2258,04.08.22,12:33:54,88734550204,   01:00,0:58:00
44186,2258,04.08.22,12:33:42,88734550229,   01:00,0:58:00
44188,2258,26.04.23,12:30:42,8734550321,   01:00,0:58:00
44189,2258,26.04.23,12:30:54,8734550321,   01:00,0:58:00
44190,2258,18.08.23,15:56:24,1014001,   01:00,0:58:00
44193,2258,27.09.23,14:47:42,8612621076,   01:00,0:58:00
44194,2258,27.09.23,14:48:42,8612621076,   01:00,0:58:00
44196,2258,20.10.23,14:48:00,89626390001,   01:00,0:58:00
44197,2258,31.10.23,17:14:12,1015589,   03:00,0:58:00
44198,2258,14.11.23,10:40:18,1050549,   02:00,0:58:00
44199,2259,20.12.19,09:24:36,88734551892,   01:00,0:16:00
44204,2259,20.12.19,10:26:42,88734551892,   01:00,0:16:00
44208,2259,14.02.20,10:13:36,8793389040,   01:00,0:16:00
44209,2259,14.02.20,10:14:30,88793389040,   01:00,0:16:00
44210,2259,14.02.20,10:16:36,88793389040,   01:00,0:16:00
44211,2259,14.02.20,10:18:36,88793389030,   01:00,0:16:00
44212,2259,14.02.20,10:19:30,8793389030,   01:00,0:16:00
44213,2259,14.02.20,10:23:30,88793389030,   01:00,0:16:00
44214,2259,14.02.20,10:24:36,88793389040,   01:00,0:16:00
44215,2259,14.02.20,10:27:36,88793389040,   01:00,0:16:00
44216,2259,14.02.20,10:29:36,88793389040,   01:00,0:16:00
44217,2259,14.02.20,10:31:30,88763389040,   01:00,0:16:00
44226,2259,16.10.20,15:27:30,84952343411,   01:00,0:16:00
44227,2259,16.10.20,15:29:48,84952343411,   01:00,0:16:00
44228,2259,16.10.20,15:32:54,84952343411,   01:00,0:16:00
44229,2259,16.10.20,15:40:36,84952343417,   01:00,0:16:00
44230,2260,28.11.19,14:23:30,89289179970,   02:00,19:35:00
44231,2260,02.12.19,10:18:00,84957303000,   00:00,19:35:00
44232,2260,02.12.19,10:18:18,849573030001,   05:00,19:35:00
44234,2260,02.12.19,14:39:54,849573030001,   01:00,19:35:00
44235,2260,02.12.19,14:40:18,849573030001,   01:00,19:35:00
44236,2260,02.12.19,14:41:12,849573030001,   06:00,19:35:00
44237,2260,06.12.19,11:53:54,89289179970,   01:00,19:35:00
44238,2260,06.12.19,16:53:42,89289179970,   01:00,19:35:00
44239,2260,06.12.19,16:55:00,89289179970,   00:00,19:35:00
44240,2260,10.12.19,11:37:42,8495676801,   01:00,19:35:00
44241,2260,10.12.19,12:14:00,84956768001,   05:00,19:35:00
44242,2260,10.12.19,12:21:00,89289179970,   00:00,19:35:00
44243,2260,12.12.19,17:05:18,8495730300001,   04:00,19:35:00
44244,2260,13.12.19,13:54:30,8495730300001,   05:00,19:35:00
44245,2260,16.12.19,11:10:54,849573030001,   07:00,19:35:00
44246,2260,16.12.19,11:19:24,849573030001,   09:00,19:35:00
44247,2260,17.12.19,16:05:30,849573030001,   04:00,19:35:00
44248,2260,18.12.19,15:15:06,84956768078,   10:00,19:35:00
44250,2260,19.12.19,11:34:54,84956768069,   03:00,19:35:00
44251,2260,19.12.19,12:34:54,84956768069,   04:00,19:35:00
44252,2260,24.12.19,10:24:36,84956768001,   02:00,19:35:00
44253,2260,24.12.19,15:40:00,8495,   00:00,19:35:00
44254,2260,24.12.19,15:41:12,84956768001,   05:00,19:35:00
44257,2260,30.12.19,10:37:12,84956768001,   01:00,19:35:00
44258,2260,09.01.20,15:27:42,84956768174,   07:00,19:35:00
44260,2260,13.01.20,10:00:00,8495,   00:00,19:35:00
44261,2260,13.01.20,09:59:48,849573030001,   07:00,19:35:00
44262,2260,13.01.20,17:17:00,849573030001,   06:00,19:35:00
44263,2260,15.01.20,11:00:48,84956786037,   01:00,19:35:00
44264,2260,15.01.20,11:01:36,849573030001,   05:00,19:35:00
44266,2260,16.01.20,16:01:12,84956768001,   02:00,19:35:00
44267,2260,20.01.20,10:52:54,84956768344,   01:00,19:35:00
44268,2260,20.01.20,10:53:54,84956768344,   01:00,19:35:00
44269,2260,20.01.20,10:54:54,84956768344,   01:00,19:35:00
44270,2260,20.01.20,10:54:54,84956768344,   01:00,19:35:00
44271,2260,20.01.20,10:55:24,84956768078,   04:00,19:35:00
44272,2260,20.01.20,16:00:48,84956768344,   01:00,19:35:00
44273,2260,20.01.20,16:01:36,84956768344,   01:00,19:35:00
44274,2260,20.01.20,16:01:54,84956768344,   01:00,19:35:00
44275,2260,20.01.20,16:30:30,84956768001,   04:00,19:35:00
44276,2260,21.01.20,11:24:12,849573030001,   03:00,19:35:00
44277,2260,21.01.20,11:27:48,8495730300001,   10:00,19:35:00
44281,2260,23.01.20,09:59:30,84956768001,   02:00,19:35:00
44282,2260,23.01.20,16:00:42,84956768112,   01:00,19:35:00
44283,2260,24.01.20,10:16:54,849573030001,   06:00,19:35:00
44284,2260,24.01.20,10:44:36,84956768069,   02:00,19:35:00
44285,2260,27.01.20,16:15:00,84956768344,   00:00,19:35:00
44286,2260,27.01.20,16:16:00,84956768344,   00:00,19:35:00
44287,2260,27.01.20,16:15:54,84956768344,   01:00,19:35:00
44288,2260,27.01.20,16:16:36,84956768069,   02:00,19:35:00
44289,2260,28.01.20,15:14:24,84956768001,   03:00,19:35:00
44290,2260,28.01.20,15:25:06,84956768001,   07:00,19:35:00
44291,2260,30.01.20,14:28:54,84956768001,   01:00,19:35:00
44292,2260,30.01.20,14:28:54,84956768001,   01:00,19:35:00
44294,2260,31.01.20,10:18:48,84956768001,   04:00,19:35:00
44295,2260,05.02.20,09:54:06,849573030001,   07:00,19:35:00
44296,2260,05.02.20,10:02:30,849573030001,   06:00,19:35:00
44297,2260,11.02.20,15:17:30,8495730300001,   07:00,19:35:00
44300,2260,12.02.20,11:46:00,84956786000,   00:00,19:35:00
44301,2260,12.02.20,11:46:12,849573030001,   05:00,19:35:00
44302,2260,12.02.20,15:04:36,849567680001,   01:00,19:35:00
44305,2260,13.02.20,12:19:00,849573030001,   00:00,19:35:00
44306,2260,14.02.20,10:13:00,8495676,   00:00,19:35:00
44307,2260,14.02.20,11:05:30,89286768001,   01:00,19:35:00
44308,2260,14.02.20,11:05:42,84956768001,   03:00,19:35:00
44309,2260,14.02.20,11:27:24,84956768001,   01:00,19:35:00
44310,2260,14.02.20,11:29:00,8495,   00:00,19:35:00
44311,2260,14.02.20,11:29:54,8495730300001,   09:00,19:35:00
44312,2260,17.02.20,09:25:36,849573030001,   06:00,19:35:00
44313,2260,17.02.20,15:30:48,849573030001,   08:00,19:35:00
44314,2260,17.02.20,16:28:54,849573030001,   01:00,19:35:00
44315,2260,17.02.20,16:29:42,849573030001,   06:00,19:35:00
44316,2260,18.02.20,09:49:36,849573030001,   08:00,19:35:00
44317,2260,20.02.20,10:35:30,84956768001,   01:00,19:35:00
44318,2260,20.02.20,10:36:36,84956768344,   03:00,19:35:00
44319,2260,20.02.20,16:06:42,84956768344,   03:00,19:35:00
44320,2260,20.02.20,16:09:36,84956768344,   03:00,19:35:00
44323,2260,21.02.20,10:31:00,84956768344,   01:00,19:35:00
44324,2260,21.02.20,10:32:48,84956768326,   05:00,19:35:00
44325,2260,21.02.20,10:40:24,84956768326,   01:00,19:35:00
44326,2260,21.02.20,10:42:00,849567,   00:00,19:35:00
44327,2260,21.02.20,10:42:42,849568069,   01:00,19:35:00
44328,2260,21.02.20,10:43:24,84956768069,   01:00,19:35:00
44329,2260,21.02.20,10:49:06,84956768069,   01:00,19:35:00
44330,2260,21.02.20,11:06:00,8495,   00:00,19:35:00
44331,2260,21.02.20,11:06:00,849573030001,   04:00,19:35:00
44332,2260,21.02.20,11:16:42,849573030001,   04:00,19:35:00
44334,2260,25.02.20,09:20:06,849573030001,   01:00,19:35:00
44335,2260,25.02.20,09:23:00,849573030001,   06:00,19:35:00
44336,2260,25.02.20,11:50:00,849573030001,   04:00,19:35:00
44337,2260,25.02.20,11:57:24,849573030001,   06:00,19:35:00
44338,2260,25.02.20,15:40:48,84956768054,   01:00,19:35:00
44339,2260,25.02.20,15:41:30,84956768054,   06:00,19:35:00
44340,2260,25.02.20,16:03:42,84956768326,   05:00,19:35:00
44341,2260,26.02.20,16:16:18,84956768001,   02:00,19:35:00
44342,2260,28.02.20,15:18:12,84956768001,   01:00,19:35:00
44343,2260,03.03.20,16:53:00,300,   00:00,19:35:00
44344,2260,03.03.20,17:02:18,84957300030,   01:00,19:35:00
44345,2260,03.03.20,17:03:30,84957303000,   01:00,19:35:00
44346,2260,03.03.20,17:03:30,84957303000,   01:00,19:35:00
44347,2260,03.03.20,17:04:12,84957303000,   02:00,19:35:00
44348,2260,03.03.20,17:09:24,849573030001115,   01:00,19:35:00
44362,2260,19.03.20,12:31:18,84956768001,   06:00,19:35:00
44363,2260,19.03.20,13:49:42,84956768001,   01:00,19:35:00
44364,2260,19.03.20,14:12:00,84956768001,   01:00,19:35:00
44366,2260,24.03.20,15:24:54,89287303090,   01:00,19:35:00
44368,2260,24.03.20,15:42:54,89287999030,   02:00,19:35:00
44369,2260,24.03.20,15:48:42,89287999030,   01:00,19:35:00
44370,2260,24.03.20,16:06:00,89287999030,   00:00,19:35:00
44371,2260,24.03.20,16:06:48,89287999030,   01:00,19:35:00
44372,2260,24.03.20,16:10:06,89287999030,   02:00,19:35:00
44373,2260,25.03.20,16:38:06,849573030001,   04:00,19:35:00
44374,2260,25.03.20,16:45:42,849573030001,   05:00,19:35:00
44376,2260,26.03.20,11:30:00,8495,   00:00,19:35:00
44377,2260,26.03.20,11:32:00,849573030001,   04:00,19:35:00
44378,2260,27.03.20,11:41:54,849573030001,   06:00,19:35:00
44379,2260,06.04.20,11:17:48,849573030001,   06:00,19:35:00
44381,2260,09.04.20,09:22:06,849573030001,   06:00,19:35:00
44390,2260,14.04.20,16:39:48,1019161,   08:00,19:35:00
44398,2260,20.04.20,16:18:48,89287271665,   02:00,19:35:00
44400,2260,28.04.20,11:34:42,849573030001,   04:00,19:35:00
44401,2260,28.04.20,17:36:36,849573030001,   01:00,19:35:00
44402,2260,28.04.20,17:37:24,849573030001,   01:00,19:35:00
44403,2260,28.04.20,17:37:36,849573030001,   01:00,19:35:00
44404,2260,28.04.20,17:38:30,84957300001,   01:00,19:35:00
44405,2260,28.04.20,17:39:24,849573030001,   01:00,19:35:00
44406,2260,30.04.20,10:34:48,849573030001,   05:00,19:35:00
44425,2260,18.05.20,11:20:30,849573030001,   04:00,19:35:00
44430,2260,21.05.20,13:30:54,84956768001,   06:00,19:35:00
44433,2260,08.06.20,11:34:30,8495730300001,   11:00,19:35:00
44436,2260,15.06.20,15:38:24,849573030001,   05:00,19:35:00
44438,2260,19.06.20,17:19:06,8495730300001,   03:00,19:35:00
44440,2260,03.07.20,18:53:12,84955101735,   03:00,19:35:00
44441,2260,03.07.20,19:22:12,84955101735,   03:00,19:35:00
44442,2260,03.07.20,19:25:06,84955101735,   03:00,19:35:00
44443,2260,06.07.20,15:51:36,1014163,   05:00,19:35:00
44450,2260,09.07.20,11:11:18,849573030001,   06:00,19:35:00
44451,2260,10.07.20,11:29:48,89289179970,   01:00,19:35:00
44458,2260,24.07.20,09:33:42,84956768001,   01:00,19:35:00
44459,2260,30.07.20,10:48:36,84956768142,   01:00,19:35:00
44460,2260,30.07.20,10:49:48,84956768142,   03:00,19:35:00
44462,2260,28.09.20,10:21:48,1050005,   03:00,19:35:00
44463,2260,28.09.20,10:26:42,1050005,   01:00,19:35:00
44464,2260,28.09.20,10:27:36,1050005,   06:00,19:35:00
44469,2260,30.09.20,17:42:48,849573030001,   02:00,19:35:00
44470,2260,30.09.20,17:44:48,849573030001,   01:00,19:35:00
44471,2260,30.09.20,17:45:24,849573030001,   05:00,19:35:00
44477,2260,09.10.20,14:54:36,89289179970,   01:00,19:35:00
44479,2260,09.10.20,15:16:18,8495730,   01:00,19:35:00
44480,2260,09.10.20,15:16:48,8495730300001,   07:00,19:35:00
44483,2260,15.10.20,15:36:54,89287394429,   11:00,19:35:00
44485,2260,19.10.20,14:26:24,849573030001,   07:00,19:35:00
44488,2260,23.10.20,15:24:00,749573,   00:00,19:35:00
44489,2260,23.10.20,15:24:48,88002341802,   01:00,19:35:00
44490,2260,23.10.20,15:25:00,88002341802,   00:00,19:35:00
44491,2260,23.10.20,15:25:12,849573030001,   07:00,19:35:00
44494,2260,06.11.20,09:29:42,849573030001,   12:00,19:35:00
44495,2260,16.11.20,11:31:48,8798724382,   01:00,19:35:00
44496,2260,16.11.20,11:32:48,8798724382,   01:00,19:35:00
44497,2260,19.11.20,11:52:48,849573030001,   01:00,19:35:00
44498,2260,19.11.20,11:53:42,849573030001,   01:00,19:35:00
44499,2260,20.11.20,15:17:30,8495730300001,   07:00,19:35:00
44500,2260,23.11.20,11:07:24,849573030001,   07:00,19:35:00
44501,2260,23.11.20,12:09:36,8495730030001,   01:00,19:35:00
44502,2260,23.11.20,12:10:36,849573030001,   07:00,19:35:00
44506,2260,23.11.20,16:35:00,1019161,   05:00,19:35:00
44507,2260,24.11.20,10:23:12,1050005,   02:00,19:35:00
44508,2260,24.11.20,12:20:48,849573030001,   01:00,19:35:00
44509,2260,24.11.20,12:22:42,849573030001,   08:00,19:35:00
44510,2260,25.11.20,12:12:42,8927474037,   01:00,19:35:00
44515,2260,26.11.20,11:52:54,849573030001,   04:00,19:35:00
44518,2260,04.12.20,14:38:54,8495730300001,   05:00,19:35:00
44521,2260,11.12.20,13:32:18,849573030001,   07:00,19:35:00
44523,2260,24.12.20,11:44:00,84957303000,   00:00,19:35:00
44524,2260,24.12.20,11:44:18,849573030001,   03:00,19:35:00
44525,2260,24.12.20,11:54:00,849573030001,   08:00,19:35:00
44527,2260,29.12.20,09:49:30,8495730300001,   02:00,19:35:00
44528,2260,29.12.20,09:51:36,849573030001,   08:00,19:35:00
44529,2260,29.12.20,18:17:42,84959179970,   01:00,19:35:00
44531,2260,30.12.20,17:07:48,849573030001,   02:00,19:35:00
44532,2260,30.12.20,17:09:42,849573030001,   09:00,19:35:00
44533,2260,11.01.21,17:48:06,849573030001,   04:00,19:35:00
44536,2260,18.01.21,12:46:42,8495730300001,   08:00,19:35:00
44537,2260,21.01.21,14:13:18,849573030001,   13:00,19:35:00
44539,2260,26.01.21,10:45:48,849573030001,   03:00,19:35:00
44540,2260,26.01.21,15:26:24,89640278777,   04:00,19:35:00
44541,2260,26.01.21,15:30:48,849573030001,   09:00,19:35:00
44543,2260,27.01.21,15:08:18,849573030001,   05:00,19:35:00
44544,2260,28.01.21,17:37:24,8495730300001,   08:00,19:35:00
44545,2260,29.01.21,12:07:54,84956768344,   01:00,19:35:00
44546,2260,29.01.21,12:08:54,84956768344,   06:00,19:35:00
44548,2260,02.02.21,12:15:48,1019161,   12:00,19:35:00
44549,2260,03.02.21,12:47:36,849573030001,   08:00,19:35:00
44550,2260,03.02.21,13:04:54,8495730300001,   01:00,19:35:00
44551,2260,03.02.21,13:05:12,8495730001,   01:00,19:35:00
44552,2260,03.02.21,13:07:06,849573030001,   09:00,19:35:00
44553,2260,03.02.21,14:33:42,849573030001,   08:00,19:35:00
44554,2260,03.02.21,14:45:24,89188176883,   03:00,19:35:00
44555,2260,03.02.21,15:03:00,84956738344,   01:00,19:35:00
44556,2260,03.02.21,15:08:06,84956768344,   04:00,19:35:00
44557,2260,04.02.21,15:01:00,84956768344,   02:00,19:35:00
44566,2260,18.03.21,11:24:06,1014163,   01:00,19:35:00
44568,2260,22.03.21,15:23:30,89287247040,   01:00,19:35:00
44569,2260,22.03.21,15:25:24,89298865902,   01:00,19:35:00
44573,2260,01.04.21,15:15:00,84995,   00:00,19:35:00
44574,2260,01.04.21,15:15:12,84956768001,   02:00,19:35:00
44575,2260,02.04.21,12:08:42,89234355565,   02:00,19:35:00
44576,2260,02.04.21,12:39:54,792343,   01:00,19:35:00
44577,2260,02.04.21,12:40:42,89234355565,   02:00,19:35:00
44578,2260,02.04.21,17:05:54,849573030001,   05:00,19:35:00
44579,2260,02.04.21,17:20:24,8495730300001,   09:00,19:35:00
44584,2260,20.04.21,09:56:24,849573030001,   07:00,19:35:00
44585,2260,20.04.21,10:35:36,849573030001,   08:00,19:35:00
44586,2260,20.04.21,10:44:00,84573030001,   00:00,19:35:00
44587,2260,20.04.21,10:43:48,84957300001,   01:00,19:35:00
44588,2260,20.04.21,10:44:48,849573030001,   09:00,19:35:00
44589,2260,20.04.21,12:27:42,84957300001,   01:00,19:35:00
44590,2260,20.04.21,12:37:48,8495730300001,   09:00,19:35:00
44591,2260,20.04.21,16:53:42,849573030001,   02:00,19:35:00
44592,2260,20.04.21,16:55:42,84957300001,   01:00,19:35:00
44593,2260,20.04.21,16:56:30,84957300001,   01:00,19:35:00
44594,2260,20.04.21,16:57:00,84957303,   00:00,19:35:00
44595,2260,20.04.21,16:57:54,8002341802,   02:00,19:35:00
44596,2260,21.04.21,16:39:42,84956768001,   01:00,19:35:00
44597,2260,22.04.21,10:12:12,84956768001,   01:00,19:35:00
44598,2260,22.04.21,10:12:42,84956768001,   03:00,19:35:00
44599,2260,22.04.21,14:41:42,84956768344,   02:00,19:35:00
44605,2260,30.04.21,10:24:24,1017276,   02:00,19:35:00
44607,2260,11.05.21,09:14:42,84956768001,   01:00,19:35:00
44608,2260,11.05.21,10:21:48,84956768001,   01:00,19:35:00
44609,2260,11.05.21,10:22:42,84956768001,   03:00,19:35:00
44610,2260,11.05.21,13:17:30,849573030001,   06:00,19:35:00
44611,2260,17.05.21,14:40:36,84957714163,   01:00,19:35:00
44612,2260,17.05.21,14:44:12,1014163,   02:00,19:35:00
44615,2260,18.05.21,15:19:12,1014163,   01:00,19:35:00
44616,2260,19.05.21,10:58:00,849567680,   00:00,19:35:00
44617,2260,19.05.21,10:58:54,84956768001,   01:00,19:35:00
44618,2260,19.05.21,11:00:54,84959798001,   01:00,19:35:00
44619,2260,19.05.21,11:01:42,84956768001,   01:00,19:35:00
44620,2260,19.05.21,11:02:42,8494676,   01:00,19:35:00
44621,2260,19.05.21,11:03:54,84956768341,   01:00,19:35:00
44622,2260,19.05.21,11:04:00,849567681,   00:00,19:35:00
44623,2260,19.05.21,11:07:18,84956768344,   02:00,19:35:00
44624,2260,19.05.21,11:10:06,849567668069,   01:00,19:35:00
44625,2260,19.05.21,11:11:30,84956768069,   02:00,19:35:00
44626,2260,19.05.21,16:03:24,84956768001,   03:00,19:35:00
44627,2260,20.05.21,09:48:54,84956768001,   01:00,19:35:00
44628,2260,20.05.21,09:48:54,84956768001,   01:00,19:35:00
44629,2260,20.05.21,09:51:42,84956768001,   01:00,19:35:00
44630,2260,20.05.21,10:14:00,84956768001,   01:00,19:35:00
44631,2260,20.05.21,14:34:30,84956768001,   01:00,19:35:00
44632,2260,20.05.21,15:26:00,84956768001,   01:00,19:35:00
44634,2260,24.05.21,09:45:30,8495730300001,   04:00,19:35:00
44640,2260,26.05.21,15:18:30,849573030001,   09:00,19:35:00
44643,2260,01.06.21,09:51:54,84956768001,   02:00,19:35:00
44644,2260,01.06.21,09:54:42,1025907,   05:00,19:35:00
44645,2260,01.06.21,10:01:00,84956768001,   00:00,19:35:00
44646,2260,01.06.21,10:01:48,84956768001,   01:00,19:35:00
44647,2260,01.06.21,10:05:54,84956768001,   01:00,19:35:00
44648,2260,01.06.21,10:06:54,84956768001,   01:00,19:35:00
44649,2260,01.06.21,10:18:00,8495676,   00:00,19:35:00
44650,2260,01.06.21,10:18:00,84956768344,   06:00,19:35:00
44651,2260,01.06.21,14:25:42,84567668182,   01:00,19:35:00
44652,2260,01.06.21,14:26:00,84956,   00:00,19:35:00
44653,2260,01.06.21,14:26:42,84956768182,   03:00,19:35:00
44654,2260,02.06.21,11:14:54,02,   01:00,19:35:00
44658,2260,03.06.21,15:14:00,1057705,   01:00,19:35:00
44659,2260,04.06.21,10:11:18,84956768344,   02:00,19:35:00
44660,2260,04.06.21,12:45:18,1057705,   01:00,19:35:00
44663,2260,07.06.21,13:17:24,84956768001,   04:00,19:35:00
44664,2260,17.06.21,11:27:48,1014163,   05:00,19:35:00
44671,2260,23.06.21,15:18:48,880007000303,   01:00,19:35:00
44672,2260,25.06.21,13:56:00,495880,   00:00,19:35:00
44673,2260,25.06.21,13:55:54,88002341802,   01:00,19:35:00
44674,2260,25.06.21,13:56:54,849588002341802,   01:00,19:35:00
